50
RIGHT0,textures/world/sprites/evan/z_WALK_0.png
RIGHT1,textures/world/sprites/evan/z_WALK_1.png
RIGHT2,textures/world/sprites/evan/z_WALK_2.png
RIGHT3,textures/world/sprites/evan/z_WALK_3.png
RIGHT4,textures/world/sprites/evan/z_WALK_4.png
RIGHT5,textures/world/sprites/evan/z_WALK_5.png
RIGHT6,textures/world/sprites/evan/z_WALK_6.png
RIGHT7,textures/world/sprites/evan/z_WALK_7.png
RIGHT8,textures/world/sprites/evan/z_WALK_8.png
RIGHT9,textures/world/sprites/evan/z_WALK_9.png
RIGHT10,textures/world/sprites/evan/z_WALK_10.png
RIGHT11,textures/world/sprites/evan/z_WALK_11.png
LEFT0,textures/world/sprites/evan/z_WALKL_0.png
LEFT1,textures/world/sprites/evan/z_WALKL_1.png
LEFT2,textures/world/sprites/evan/z_WALKL_2.png
LEFT3,textures/world/sprites/evan/z_WALKL_3.png
LEFT4,textures/world/sprites/evan/z_WALKL_4.png
LEFT5,textures/world/sprites/evan/z_WALKL_5.png
LEFT6,textures/world/sprites/evan/z_WALKL_6.png
LEFT7,textures/world/sprites/evan/z_WALKL_7.png
LEFT8,textures/world/sprites/evan/z_WALKL_8.png
LEFT9,textures/world/sprites/evan/z_WALKL_9.png
LEFT10,textures/world/sprites/evan/z_WALKL_10.png
LEFT11,textures/world/sprites/evan/z_WALKL_11.png
DIE0,textures/world/sprites/evan/z_DIE_0.png
DIE1,textures/world/sprites/evan/z_DIE_1.png
DIE2,textures/world/sprites/evan/z_DIE_2.png
DIE3,textures/world/sprites/evan/z_DIE_3.png
DIE4,textures/world/sprites/evan/z_DIE_4.png
DIE5,textures/world/sprites/evan/z_DIE_5.png
DIE6,textures/world/sprites/evan/z_DIE_6.png
DIE7,textures/world/sprites/evan/z_DIE_7.png
DIE8,textures/world/sprites/evan/z_DIE_8.png
DIE9,textures/world/sprites/evan/z_DIE_9.png
DIE10,textures/world/sprites/evan/z_DIE_10.png
DIE11,textures/world/sprites/evan/z_DIE_11.png
DIE12,textures/world/sprites/evan/z_DIE_12.png
DIEL0,textures/world/sprites/evan/z_DIEL_0.png
DIEL1,textures/world/sprites/evan/z_DIEL_1.png
DIEL2,textures/world/sprites/evan/z_DIEL_2.png
DIEL3,textures/world/sprites/evan/z_DIEL_3.png
DIEL4,textures/world/sprites/evan/z_DIEL_4.png
DIEL5,textures/world/sprites/evan/z_DIEL_5.png
DIEL6,textures/world/sprites/evan/z_DIEL_6.png
DIEL7,textures/world/sprites/evan/z_DIEL_7.png
DIEL8,textures/world/sprites/evan/z_DIEL_8.png
DIEL9,textures/world/sprites/evan/z_DIEL_9.png
DIEL10,textures/world/sprites/evan/z_DIEL_10.png
DIEL11,textures/world/sprites/evan/z_DIEL_11.png
DIEL12,textures/world/sprites/evan/z_DIEL_12.png
64,64
4
RIGHT_STATE,12
RIGHT0,5
RIGHT1,5
RIGHT2,5
RIGHT3,5
RIGHT4,5
RIGHT5,5
RIGHT6,5
RIGHT7,5
RIGHT8,5
RIGHT9,5
RIGHT10,5
RIGHT11,5
LEFT_STATE,12
LEFT0,5
LEFT1,5
LEFT2,5
LEFT3,5
LEFT4,5
LEFT5,5
LEFT6,5
LEFT7,5
LEFT8,5
LEFT9,5
LEFT10,5
LEFT11,5
DIE_STATE,13
DIE0,5
DIE1,5
DIE2,5
DIE3,5
DIE4,5
DIE5,5
DIE6,5
DIE7,5
DIE8,5
DIE9,5
DIE10,5
DIE11,5
DIE12,5
DIEL_STATE,13
DIEL0,5
DIEL1,5
DIEL2,5
DIEL3,5
DIEL4,5
DIEL5,5
DIEL6,5
DIEL7,5
DIEL8,5
DIEL9,5
DIEL10,5
DIEL11,5
DIEL12,5
