44
IDLE0,textures/world/sprites/evan/evan_IDLE_0.png
IDLE1,textures/world/sprites/evan/evan_IDLE_1.png
IDLE2,textures/world/sprites/evan/evan_IDLE_2.png
IDLE3,textures/world/sprites/evan/evan_IDLE_3.png
IDLEL0,textures/world/sprites/evan/evan_IDLEL_0.png
IDLEL1,textures/world/sprites/evan/evan_IDLEL_1.png
IDLEL2,textures/world/sprites/evan/evan_IDLEL_2.png
IDLEL3,textures/world/sprites/evan/evan_IDLEL_3.png
RIGHT0,textures/world/sprites/evan/evan_RIGHT_STATE_0.png
RIGHT1,textures/world/sprites/evan/evan_RIGHT_STATE_1.png
RIGHT2,textures/world/sprites/evan/evan_RIGHT_STATE_2.png
RIGHT3,textures/world/sprites/evan/evan_RIGHT_STATE_3.png
RIGHT4,textures/world/sprites/evan/evan_RIGHT_STATE_4.png
RIGHT5,textures/world/sprites/evan/evan_RIGHT_STATE_5.png
RIGHT6,textures/world/sprites/evan/evan_RIGHT_STATE_6.png
RIGHT7,textures/world/sprites/evan/evan_RIGHT_STATE_7.png
LEFT0,textures/world/sprites/evan/evan_LEFT_STATE_0.png
LEFT1,textures/world/sprites/evan/evan_LEFT_STATE_1.png
LEFT2,textures/world/sprites/evan/evan_LEFT_STATE_2.png
LEFT3,textures/world/sprites/evan/evan_LEFT_STATE_3.png
LEFT4,textures/world/sprites/evan/evan_LEFT_STATE_4.png
LEFT5,textures/world/sprites/evan/evan_LEFT_STATE_5.png
LEFT6,textures/world/sprites/evan/evan_LEFT_STATE_6.png
LEFT7,textures/world/sprites/evan/evan_LEFT_STATE_7.png
JUMP0,textures/world/sprites/evan/evan_JUMP_STATE_0.png
JUMP1,textures/world/sprites/evan/evan_JUMP_STATE_1.png
JUMP2,textures/world/sprites/evan/evan_JUMP_STATE_2.png
JUMP3,textures/world/sprites/evan/evan_JUMP_STATE_3.png
JUMPL0,textures/world/sprites/evan/evan_JUMPL_STATE_0.png
JUMPL1,textures/world/sprites/evan/evan_JUMPL_STATE_1.png
JUMPL2,textures/world/sprites/evan/evan_JUMPL_STATE_2.png
JUMPL3,textures/world/sprites/evan/evan_JUMPL_STATE_3.png
ATTACK0,textures/world/sprites/evan/evan_ATTACK_0.png
ATTACK1,textures/world/sprites/evan/evan_ATTACK_1.png
ATTACK2,textures/world/sprites/evan/evan_ATTACK_2.png
ATTACK3,textures/world/sprites/evan/evan_ATTACK_3.png
ATTACK4,textures/world/sprites/evan/evan_ATTACK_4.png
ATTACK5,textures/world/sprites/evan/evan_ATTACK_5.png
ATTACKL0,textures/world/sprites/evan/evan_ATTACKL_0.png
ATTACKL1,textures/world/sprites/evan/evan_ATTACKL_1.png
ATTACKL2,textures/world/sprites/evan/evan_ATTACKL_2.png
ATTACKL3,textures/world/sprites/evan/evan_ATTACKL_3.png
ATTACKL4,textures/world/sprites/evan/evan_ATTACKL_4.png
ATTACKL5,textures/world/sprites/evan/evan_ATTACKL_5.png
64,64
8
IDLE_STATE,7
IDLE0,50
IDLE1,5
IDLE2,5
IDLE3,50
IDLE2,5
IDLE1,5
IDLE0,20
IDLEL_STATE,7
IDLEL0,50
IDLEL1,5
IDLEL2,5
IDLEL3,50
IDLEL2,5
IDLEL1,5
IDLEL0,20
RIGHT_STATE,8
RIGHT0,5
RIGHT1,5
RIGHT2,5
RIGHT3,5
RIGHT4,5
RIGHT5,5
RIGHT6,5
RIGHT7,5
LEFT_STATE,8
LEFT0,5
LEFT1,5
LEFT2,5
LEFT3,5
LEFT4,5
LEFT5,5
LEFT6,5
LEFT7,5
JUMP_STATE,4
JUMP0,5
JUMP1,5
JUMP2,20
JUMP3,500
JUMPL_STATE,4
JUMPL0,5
JUMPL1,5
JUMPL2,5
JUMPL3,500
ATTACK_STATE,11
ATTACK0,1
ATTACK1,1
ATTACK2,1
ATTACK3,1
ATTACK4,1
ATTACK5,5
ATTACK4,1
ATTACK3,1
ATTACK2,1
ATTACK1,1
ATTACK0,1
ATTACKL_STATE,11
ATTACKL0,1
ATTACKL1,1
ATTACKL2,1
ATTACKL3,1
ATTACKL4,1
ATTACKL5,5
ATTACKL4,1
ATTACKL3,1
ATTACKL2,1
ATTACKL1,1
ATTACKL0,1
40,58
0,1777
255
IDLE_STATE
